Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
827,1-1/2 Story - Unfinished All Ages,Residential Medium Density,6130,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Brookside,Normal,Normal,Single-family Detached,One and one-half story: 2nd level unfinished,5,6,1924,1950,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Living Quarters,784,Unfinished/No Basement,0,0,784,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,784,0,0,784,1,0,1,0,2,1,Good,5,Typical Functionality,0,Built-In/No Garage,1924.0,Unfinished/No Garage,0,Fair/No Garage,Fair/No Garage,Paved,0,0,116,0,0,0,0,5,2008,Warranty Deed - Conventional,Normal Sale,109500
828,1-Story 1946 & Newer All Styles,Residential Low Density,8529,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer West,Normal,Normal,Single-family Detached,One story,7,5,2001,2001,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Good Living Quarters,20,Unfinished/No Basement,0,1434,1454,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1434,0,0,1434,0,0,2,0,3,1,Good,6,Typical Functionality,1,Attached to home,2001.0,Rough Finished,527,Typical/Average,Typical/Average,Paved,290,39,0,0,0,0,0,4,2009,Warranty Deed - Conventional,Normal Sale,189000
829,2-Story 1946 & Newer,Residential Low Density,28698,Paved,Moderately Irregular,Depression,"All public Utilities (E,G,W,& S)",Cul-de-sac,Severe Slope,Clear Creek,Normal,Normal,Single-family Detached,Two story,5,5,1967,1967,Flat,Gravel & Tar,Plywood,Plywood,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Good,Good Exposure,Low Quality,249,Average Living Quarters,764,0,1013,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1160,966,0,2126,0,1,2,1,3,1,Typical/Average,7,Minor Deductions 2,0,Attached to home,1967.0,Finished,538,Typical/Average,Typical/Average,Paved,486,0,0,0,225,0,0,6,2009,Warranty Deed - Conventional,Abnormal Sale,185000
830,2-Story PUD-1946 & Newer,Floating Village Residential,2544,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,Townhouse Inside Unit,Two story,7,5,2005,2005,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,600,600,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,520,623,80,1223,0,0,2,1,2,1,Good,4,Typical Functionality,0,Detached from home,2005.0,Rough Finished,480,Typical/Average,Typical/Average,Paved,0,166,0,0,0,0,0,7,2006,Warranty Deed - Conventional,Normal Sale,147400
831,1-Story 1946 & Newer All Styles,Residential Low Density,11900,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,6,5,1957,1957,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,387.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Rec Room,1040,Unfinished/No Basement,0,352,1392,Gas forced warm air furnace,Average/Typical,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),1392,0,0,1392,1,0,1,1,3,1,Typical/Average,6,Typical Functionality,2,Attached to home,1957.0,Rough Finished,458,Typical/Average,Typical/Average,Paved,0,0,0,0,192,0,0,6,2008,Warranty Deed - Conventional,Normal Sale,166000
832,2-Story PUD-1946 & Newer,Floating Village Residential,3180,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,Townhouse End Unit,Two story,7,5,2005,2005,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,600,600,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,520,600,80,1200,0,0,2,1,2,1,Good,4,Typical Functionality,0,Detached from home,2005.0,Rough Finished,480,Typical/Average,Typical/Average,Paved,0,166,0,0,0,0,0,6,2006,Warranty Deed - Conventional,Normal Sale,151000
833,2-Story 1946 & Newer,Residential Low Density,9548,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,College Creek,Normal,Normal,Single-family Detached,Two story,7,6,2003,2003,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,223.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Good Living Quarters,483,Unfinished/No Basement,0,458,941,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,941,888,0,1829,1,0,2,1,3,1,Good,7,Typical Functionality,1,Attached to home,2003.0,Rough Finished,613,Typical/Average,Typical/Average,Paved,192,39,0,0,0,0,0,1,2010,Warranty Deed - Conventional,Normal Sale,237000
834,1-Story 1946 & Newer All Styles,Residential Low Density,10004,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,6,6,1964,1964,Gable,Standard (Composite) Shingle,Hard Board,Plywood,Brick Face,180.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Rec Room,196,Below Average Living Quarters,345,975,1516,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1516,0,0,1516,0,0,1,1,3,1,Typical/Average,6,Typical Functionality,0,Attached to home,1964.0,Rough Finished,472,Typical/Average,Typical/Average,Paved,0,0,0,0,152,0,0,2,2009,Warranty Deed - Conventional,Normal Sale,167000
835,1-Story 1946 & Newer All Styles,Residential Low Density,7875,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,5,6,1961,1961,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,136.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Rec Room,572,Unfinished/No Basement,0,572,1144,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1144,0,0,1144,1,0,1,0,3,1,Typical/Average,6,Typical Functionality,0,Attached to home,1961.0,Unfinished/No Garage,456,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,0,9,2008,Warranty Deed - Conventional,Normal Sale,139950
836,1-Story 1946 & Newer All Styles,Residential Low Density,9600,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,Normal,Normal,Single-family Detached,One story,4,7,1950,1995,Gable,Standard (Composite) Shingle,Vinyl Siding,Hard Board,None,0.0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Below Average Living Quarters,442,Unfinished/No Basement,0,625,1067,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1067,0,0,1067,0,0,2,0,2,1,Good,4,Minor Deductions 2,0,Attached to home,1996.0,Unfinished/No Garage,436,Typical/Average,Typical/Average,Paved,290,0,0,0,0,0,0,2,2010,Warranty Deed - Conventional,Normal Sale,128000
837,1-Story 1945 & Older,Residential Medium Density,8100,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,Single-family Detached,One story,5,6,1948,1973,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Rec Room,338,Unfinished/No Basement,0,1221,1559,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1559,0,0,1559,1,0,1,0,2,1,Typical/Average,5,Minor Deductions 2,0,Detached from home,1948.0,Unfinished/No Garage,812,Typical/Average,Typical/Average,Paved,0,116,230,0,0,0,0,6,2007,Court Officer Deed/Estate,Normal Sale,153500
838,2-Story PUD-1946 & Newer,Residential Medium Density,1680,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Briardale,Normal,Normal,Townhouse Inside Unit,Two story,6,5,1973,1973,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,158.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Below Average Living Quarters,330,Unfinished/No Basement,0,153,483,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,483,504,0,987,1,0,1,1,2,1,Typical/Average,5,Typical Functionality,0,Detached from home,1973.0,Unfinished/No Garage,264,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,0,11,2008,Warranty Deed - Conventional,Normal Sale,100000
839,1-Story 1946 & Newer All Styles,Residential Low Density,9525,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,One story,5,6,1995,2006,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,1099,1099,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1099,0,0,1099,0,0,1,1,3,1,Good,6,Typical Functionality,0,Attached to home,1999.0,Unfinished/No Garage,352,Typical/Average,Typical/Average,Paved,278,0,0,0,0,0,0,6,2008,Warranty Deed - Conventional,Normal Sale,144000
840,1-1/2 Story Finished All Ages,Residential Low Density,11767,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,5,6,1946,1995,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Below Average Living Quarters,352,Unfinished/No Basement,0,416,768,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,768,432,0,1200,0,0,1,0,3,1,Typical/Average,6,Typical Functionality,0,Detached from home,1946.0,Unfinished/No Garage,240,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,0,5,2008,Warranty Deed - Conventional,Normal Sale,130500
841,2-Story 1945 & Older,Residential High Density,12155,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,South & West of Iowa State University,Normal,Normal,Single-family Detached,Two story,6,8,1925,1950,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Below Average Living Quarters,156,Unfinished/No Basement,0,516,672,Gas forced warm air furnace,Average/Typical,No,Standard Circuit Breakers & Romex,810,672,0,1482,0,0,2,0,4,1,Fair,7,Typical Functionality,0,Detached from home,1934.0,Unfinished/No Garage,400,Typical/Average,Typical/Average,Partial Pavement,0,0,254,0,0,0,0,3,2008,Warranty Deed - Conventional,Normal Sale,140000
842,2-Story 1945 & Older,Residential Medium Density,10440,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,Single-family Detached,Two story,5,8,1904,2002,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,650,650,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,958,581,0,1539,0,0,2,0,3,1,Good,8,Typical Functionality,1,Detached from home,1983.0,Unfinished/No Garage,686,Good,Typical/Average,Partial Pavement,70,78,68,0,0,0,0,6,2008,Warranty Deed - Conventional,Normal Sale,157500
843,Split or Multi-Level,Residential Low Density,9020,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,Split Level,6,7,1966,1966,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,183.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Average Rec Room,312,Average Living Quarters,539,276,1127,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1165,0,0,1165,1,0,1,1,3,1,Typical/Average,6,Typical Functionality,0,Attached to home,1966.0,Rough Finished,490,Good,Good,Paved,0,129,0,0,0,0,0,5,2008,Warranty Deed - Conventional,Normal Sale,174900
844,Duplex - All Styles and Ages,Residential Low Density,8000,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,North Ames,Adjacent to arterial street,Normal,Duplex,One story,5,4,1961,1961,Gable,Standard (Composite) Shingle,Brick Face,Brick Face,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,1800,1800,Gas forced warm air furnace,Excellent,No,Standard Circuit Breakers & Romex,1800,0,0,1800,0,0,2,0,6,2,Typical/Average,10,Typical Functionality,0,Built-In/No Garage,1961.0,Unfinished/No Garage,0,Fair/No Garage,Fair/No Garage,Paved,0,0,0,0,0,0,0,7,2007,Warranty Deed - Conventional,Normal Sale,141000
845,1-1/2 Story Finished All Ages,Residential Medium Density,12665,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Adjacent to arterial street,Normal,Single-family Detached,One and one-half story: 2nd level finished,5,8,1915,1950,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,Mimimum Exposure,Unfinished/No Basement,0,Unfinished/No Basement,0,876,876,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,876,540,0,1416,0,0,1,1,4,1,Typical/Average,7,Typical Functionality,1,Detached from home,1949.0,Unfinished/No Garage,720,Typical/Average,Typical/Average,Paved,418,0,194,0,0,0,0,6,2008,Warranty Deed - Conventional,Normal Sale,153900
846,Split Foyer,Residential Low Density,16647,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Sawyer,Adjacent to East-West Railroad,Normal,Single-family Detached,Split Foyer,5,5,1975,1981,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0.0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical - slight dampness allowed,Good Exposure,Average Living Quarters,1390,Unfinished/No Basement,0,0,1390,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1701,0,0,1701,1,0,2,0,3,1,Typical/Average,6,Minor Deductions 2,2,Basement Garage,1975.0,Finished,611,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,0,1,2007,Warranty Deed - Conventional,Normal Sale,171000
847,2-Story 1946 & Newer,Residential Low Density,9317,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer West,Normal,Normal,Single-family Detached,Two story,7,5,1993,1993,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,137.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Living Quarters,513,Unfinished/No Basement,0,227,740,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1006,769,0,1775,1,0,2,1,3,1,Good,7,Typical Functionality,1,Attached to home,1993.0,Unfinished/No Garage,425,Typical/Average,Typical/Average,Paved,234,72,192,0,0,0,0,7,2009,Warranty Deed - Conventional,Normal Sale,213000
848,1-Story 1946 & Newer All Styles,Residential Low Density,15523,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,College Creek,Normal,Normal,Single-family Detached,One story,5,6,1972,1972,Gable,Standard (Composite) Shingle,Hard Board,Plywood,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Below Average Living Quarters,460,Unfinished/No Basement,0,404,864,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,864,0,0,864,1,0,1,0,3,1,Typical/Average,5,Typical Functionality,1,Attached to home,1972.0,Unfinished/No Garage,338,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,0,8,2009,Warranty Deed - Conventional,Normal Sale,133500
849,1-1/2 Story Finished All Ages,Residential Low Density,45600,Paved,Moderately Irregular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Clear Creek,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,6,8,1908,1997,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,907,907,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1307,1051,0,2358,0,0,3,0,5,1,Typical/Average,10,Typical Functionality,1,Detached from home,1908.0,Unfinished/No Garage,360,Fair/No Garage,Typical/Average,Paved,486,40,0,0,175,0,0,9,2008,Warranty Deed - Conventional,Normal Sale,240000
850,Split or Multi-Level,Residential Low Density,9600,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 2 sides of property,Gentle slope,Veenker,Adjacent to feeder street,Normal,Single-family Detached,Split Level,6,7,1976,1994,Hip,Standard (Composite) Shingle,Plywood,Plywood,Brick Face,360.0,Good,Good,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,528,528,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1094,761,0,1855,0,0,2,1,3,1,Typical/Average,7,Typical Functionality,1,Attached to home,1976.0,Rough Finished,512,Typical/Average,Typical/Average,Paved,113,100,0,0,0,0,0,8,2007,Warranty Deed - Conventional,Normal Sale,187000
851,1-Story PUD (Planned Unit Development) - 1946 & Newer,Residential Medium Density,4435,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,Townhouse End Unit,One story,6,5,2003,2003,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,170.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Average Exposure,Good Living Quarters,659,Unfinished/No Basement,0,189,848,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,848,0,0,848,1,0,1,0,1,1,Good,3,Typical Functionality,0,Attached to home,2003.0,Finished,420,Typical/Average,Typical/Average,Paved,140,0,0,0,0,0,0,11,2007,Warranty Deed - Conventional,Normal Sale,131500
